ID,Text Blocks,Goal Score
1,Replenish 100% of the water we use in manufacturing operations in high water-risk areas by 2025,0.9902485013008118
2,"Design 100% of packaging to be recyclable, compostable or biodegradable by 2025",0.9902287721633911
3,Reduce 35% of virgin plastic content across our beverage portfolio by 20254,0.9899371862411499
4,Increase recycled content in our plastics packaging to 25% by 2025,0.9897378087043762
5,Invest $100 million by 2025 to provide 12.5 million women with essential resources for workforce readiness and in programs that empower women in the food system and farming,0.9893898367881775
6,Extend the principles of our Supplier Code of Conduct to all of our franchisees and joint ventures by 2025,0.9892432689666748
7,Adopt the Alliance for Water Stewardship Standard as our vehicle for water advocacy in high water-risk areas by 2025,0.9884921312332153
8,Achieve gender parity by 2025 in management roles,0.9875888228416443
9,Deliver safe water access to 25 million people by 2025,0.9873294830322266
10,"To achieve 100% renewable electricity globally, PepsiCo will employ a diversified portfolio of solutions, including Power Purchase Agreements (PPAs) that will support the development of new projects such as solar and wind farms around",0.9868661761283875
11,Invest to increase recycling rates in key markets by 2025,0.9867925643920898
12,"Achieve 100% sustainably sourced1 potatoes, whole corn, oats and oranges  by 20202",0.9865568280220032
13,Improve water-use efficiency by 15% in our agricultural supply chain (focused on corn and potatoes) in high water-risk areas by 20251,0.9862848520278931
14,Drive fair and safe working conditions throughout our value chain by addressing our most salient human rights issues,0.9855654835700989
15,Achieve 100% sustainably sourced1 palm oil by 20204,0.9823562502861023
16,"Evolve plant-based protein shakes have 20 grams of plant protein and 10 grams of fiber per serving, contain no artificial flavors and are Non-GMO Project verified.",0.9801284670829773
17,Achieve sustainably sourced1 priority raw materials based on business needs by 2025,0.9786399602890015
18,Achieve 100% sustainably sourced1 cane sugar by 20206,0.9738595485687256
19,"By one estimate, every degree of warming could reduce staple crop yields by 10%.",0.9727461934089661
20,"We estimate that this move to rPET will eliminate over 70,000 tonnes of conventional virgin plastic per year, and will lower GHG emissions per bottle by roughly 40%.",0.9710797071456909
21,"In 2020, the impact of the acquisition of Pioneer Foods contributed 2 percentage points of progress against the 2015 baseline.",0.9647986888885498
22,"In 2020, PepsiCo partnered with Corteva Agriscience to sequence an entire oat genome for the first time, making it publicly available via an open source platform to continue the advancement of oat research.",0.9620919823646545
23,"6 2020 results reflect the inclusion of the SodaStream, Rockstar and Pioneer Foods portfolios7 2020 results reflect the inclusion of the Pioneer Foods and BFY portfolios",0.9603622555732727
24,"Improve operational water-use efficiency by 25% in high water-risk areas by 20251, 3",0.95615154504776
25,"As part of the partnership, SEEDS will drive COVID-19 vaccinations for the community at large, set up COVID care centers equipped with beds and medical facilities including oxygen cylinders.",0.9550846815109253
26,"In 2020, Circulate Capital committed to an investment of $39 million in India, including investments in four leading companies in India that are using technology and innovation to scale and transform India’s waste management and recycling value chain.",0.9505338072776794
27,"top 23 foods markets met our 2025 saturated fat reduction target, progress toward our goal of 75%.2",0.9463635087013245
28,"In 2021, we expect to acquire more CNG trucks for our Latin American sites.",0.9448211789131165
29,"In 2020, the program benefited more than 15,400 grassroots recyclers from 17 Latin American countries.",0.9443367719650269
30,"From March 2020 through the end of the year, PepsiCo’s Food for Good team led meal packing and delivery efforts for more than 18 million meals to communities nationwide stretching from Alaska to Puerto Rico.",0.9422791600227356
31,"Our Frito-Lay division’s Better Snacking Choices snack brand, Off the Eaten Path, will pilot new industrial compostable packaging in July 2021, with on-pack messaging aiding consumers in proper disposal and how to find a composting solution.",0.940297544002533
32,"In 2020, TAZO launched its U.S. chilled portfolio in 100% rPET bottles.",0.9392892122268677
33,"In the UAE, PepsiCo is aiming to partner, collect and recycle the equivalent of 100% of the plastic packaging used for our Aquafina brand in these markets by the end of 2021.",0.9309473037719727
34,"In 2020, PepsiCo Chairman and CEO Ramon Laguarta joined Catalyst CEO Champions for Change.",0.9294238686561584
35,Sustain our pay equity program,0.9284399151802063
36,"In 2020, the impact of the acquisition of Pioneer Foods contributed 3 percentage points of progress  against the 2015 baseline.",0.9276552200317383
37,"replenishment goal, from 2016 through 2020, Water for the Planet replenished more than 511 million liters of water per year to the seven participating watersheds through conservation efforts across more than 677 hectares of native ecosystems.",0.9193369746208191
38,"In pursuit of that ambition, our focus is threefold: to increase recycling rates, drive an economy for recycled content by incorporating it into our packaging, and target 100% of our packaging to be recyclable, compostable or biodegradable by 2025.",0.909453809261322
