ID,Text Blocks,Goal Score
1,provide electric vehicle charging stations for 10% of the total parking spaces,0.9898728132247925
2,Maintain ISO 50001 energy management system certification for Google-owned data centers that meet certain operational milestones.,0.9865356087684631
3,"By the end of 2019, 23 of our top 25 office sites",0.9857107996940613
4,no more than 10% going to a waste-to-energy facility unless waste to energy,0.9856985211372375
5,develop new technologies to make round-the-clock carbon-free energy,0.985482931137085
6,moonshot yet: to source 24/7 carbon-free energy for all of our data centers,0.9852319955825806
7,Achieve Zero Waste to Landfill for our global  data center operations.,0.984870195388794
8,manufacturing sites by 2022 and making our product packaging 100%,0.9821710586547852
9,to achieving UL 2799 Zero Waste to Landfill certification at all final assembly,0.9817880392074585
10,"Buy on Google orders to customers, making Google Shopping carbon neutral",0.9814049601554871
11,Reduce single-occupancy vehicle commuting at our Bay Area headquarters to 45% of workers commuting on any given day.,0.9812302589416504
12,Achieve UL 2799 Zero Waste to Landfill certification at all final assembly  manufacturing sites by 2022.,0.9811081290245056
13,Achieve carbon neutrality for 100% of shipments of Made by Google products to and from Google’s direct customers by 2020.,0.9803211688995361
14,Become the first major company,0.9795926213264465
15,Enable 5 gigawatts of new,0.9765365123748779
16,Publish product environmental reports for 100% of flagship consumer hardware products launching in 2020 and beyond.,0.9746416211128235
17,and pursue third-party green or healthy-building certifications for our office,0.9743506908416748
18,"sample of 3,000 cities to produce emissions insights from approximately 95",0.9738431572914124
19,Provide electric vehicle charging stations for 10% of total parking spaces at our  Bay Area headquarters.,0.9738088846206665
20,"Reduce potable water intensity at our Bay Area offices by 5%, against a 2017 baseline, by the end of 2019.",0.9734511375427246
21,Help more than 500 cities,0.9732253551483154
22,Include recycled materials in 100% of Made by Google products launching in 2022 and every year after.,0.9703726768493652
23,partner to the Ellen MacArthur Foundation’s New Plastics Economy initiative,0.9703211784362793
24,hope will contribute to making carbon-free energy more widely accessible,0.967495858669281
25,reverse auctions for wind and solar projects in an attempt to streamline,0.9658750295639038
26,Maintain or improve average annual fleet-wide PUE across Google data centers year over year.,0.9619809985160828
27,provide enough knitted outer fabric for five cases.,0.9610177874565125
28,We aim to bring clean energy to all our data centers,0.9568184018135071
29,"Another goal is that by 2022, 100% of Made by Google products will include",0.9546751976013184
30,"In 2020, we set our most ambitious energy goal yet: to run our business",0.9515763521194458
31,have more than 1 billion monthly active users.,0.9513341784477234
32,"Eradicate Poverty, Intergovernmental Panel on Climate Change, October 2018.",0.9511083364486694
33,in 2019 and will work closely with the UN Environment Programme (UNEP),0.9508681297302246
34,"September 14, 2020, we’d neutralized our entire legacy carbon footprint",0.9431142807006836
35,Enable 5 GW of new carbon-free energy in our  key manufacturing regions by 2030.,0.9391345381736755
36,"In 2020, building on what we’d learned and due to the transformation",0.9382877945899963
37,"In 2019, 19% of components used for machine upgrades were refurbished",0.9343421459197998
38,demonstrate corporate PPAs’ important contribution to achieving climate,0.9331154227256775
39,Tackle major sustainability problems,0.9242874383926392
40,apply to our Bay Area campus design process.,0.9210434556007385
41,"By 2030, we aim to source carbon-free",0.9142910838127136
42,throughout our supply chain and are working to drive positive impacts,0.9137420654296875
43,"From 2010 to 2019, Google signed 52 agreements",0.893364429473877
44,measure and monitor when and where surface water is changing.,0.8868141174316406
45,erase any components that stored data and then recycle or resell them.,0.8824878334999084
46,shift the timing of many non-urgent compute tasks—creating new filter features,0.8795769214630127
47,Operate on carbon-free energy 24/7 by 2030.,0.874605655670166
48,to invest approximately $150 million into renewable energy projects in key,0.8699286580085754
49,Our goal is to find new ways that our core products can help 1 billion,0.8672124743461609
50,5 GW supply chain commitment will avoid global emissions equivalent to taking,0.8669809103012085
51,Eliminate plastic from packaging and make packaging 100% recyclable by 2025.,0.8492055535316467
52,Maintain carbon neutrality for our operations.,0.8457525968551636
53,Match 100% of the electricity consumption of our operations with renewable energy purchases.,0.8210346698760986
54,Google Environmental Report 2020,0.6692588925361633
55,"efforts, matching 100% of our electricity with purchases of renewable energy",0.6632137894630432
56,Help more than 500 cities and local governments globally reduce an aggregate of 1 gigaton of carbon emissions annually by 2030.,0.6602150797843933
57,"By the end of 2019, Project Sunroof contained data for more",0.6186122894287109
58,use sensors to automatically set themselves to an Eco temperature,0.5476652383804321
59,reduce emissions while keeping energy costs known and manageable.,0.4758259057998657
60,"measure, monitor, and visualize the planet in real time.",0.4388240873813629
61,decarbonize in only 10 years.,0.4210663437843323
62,"Renewables 2020 Global Status Report, REN21, June 2020.",0.37846046686172485
63,drive energy efficiency even further and automatically optimize cooling.,0.35826215147972107
64,Minimum percentage of recycled or renewable plastic content calculated as a percentage of total plastic (by weight) in all products manufactured in 2025.,0.3368268609046936
65,(formerly G Suite) have reported reductions in IT energy use and carbon,0.3276979625225067
66,"provide more than 300,000 Nest thermostats to households in need.",0.3157433271408081
67,"By 2030, we aim to run our business",0.3062291145324707
68,Offer 1 billion people new ways to live more sustainably via our core products by 2022.,0.25681883096694946
69,"by 2025, prioritizing recycled plastic everywhere we can.",0.2545364499092102
70,Google Environmental Report 2020Building better devices and services,0.24890601634979248
71,support Europe’s green transition.,0.22508713603019714
72,"Form 10-K for the fiscal year ended December 31, 2019.",0.22244034707546234
73,material in at least 50% of all plastic used across all our hardware products,0.20142652094364166
74,"In 2019, 100% of the Nest products we launched were  built with recycled plastics.",0.19963723421096802
75,have migrated infrastructure and applications to the cloud to achieve cost,0.19955408573150635
76,improve people’s lives through crisis response.,0.1867600828409195
77,"One of our commitments was that by 2020, 100% of all shipments",0.18059661984443665
78,support the achievement of our 24/7 carbon-free energy goal by 2030.,0.17974571883678436
79,Google Environmental Report 2020Creating sustainable workplaces,0.17792215943336487
80,We improve facility energy use by installing smart temperature and lighting,0.16315971314907074
81,to help support organizations in reaching the goal of ending plastic waste,0.1497921645641327
82,reduce energy consumption during use.,0.13247542083263397
83,"From 2009 to 2019, levelized costs for utility-scale wind",0.12836800515651703
84,core Google research and engineering efforts to projects that help address,0.1258469969034195
