ID,Text Blocks,Goal Score
1,Use recycled or renewable material in at least 50% of plastic used across our consumer hardware product portfolio by 2025,0.9903850555419922
2,Achieve Zero Waste to Landfill for our global data center operations,0.9901201725006104
3,Achieve net-zero emissions across all of our operations and value chain by 2030,0.9900665283203125
4,Make product packaging 100% plastic-free by 2025,0.9896953105926514
5,Make product packaging 100%,0.9896243214607239
6,Use recycled or renewable material in at least 50% of plastic used  across our consumer hardware product portfolio by 2025,0.9891668558120728
7,We strive to provide electric vehicle charging stations for 10% of the total parking spaces at our San Francisco Bay Area,0.9889615178108215
8,Divert all food waste from landfill by 2025Year set: 2022; Target year: 2025,0.9883643388748169
9,Divert all food waste from landfill by 2025,0.988178551197052
10,Run on 24/7 carbon-free energy on every grid where we operate by 2030,0.9880492091178894
11,"Replenish 120% of the freshwater volume we consume, on average,  across our offices and data centers by 2030",0.9870448708534241
12,Achieve Zero Waste to Landfill 24 for  our global data center operations,0.9863015413284302
13,2023 PROGRESS 64% global average carbon-free energy across our data centers and offices,0.9862238168716431
14,"Maximize the reuse of finite resources across our operations, products, and supply chains",0.986158549785614
15,Replenish 120% of the freshwater volume,0.9836713075637817
16,Replenish more water than we consume and help improve water quality and ecosystem health in the communities where we operate,0.9833348989486694
17,Year set: 2021; Base year: 2019 103; Target year: 2030,0.9833025336265564
18,Zero Waste to Landfill for our global data,0.982134222984314
19,"reduce associated emissions by up to 1,000 times. ",0.9818958044052124
20,"Reduce 50% of our combined Scope 1, 2 (market-based), and 3 absolute GHG emissions by 2030, 102 and invest in nature-based and technology-based carbon removal solutions to neutralize our remaining emissions",0.9818609952926636
21,identify priority watersheds for water,0.9815877676010132
22,achieve Water Petal certification from the LBC.,0.9813998937606812
23,to 30% and reduce emissions at intersections by up to 10%. ,0.9813560247421265
24,make a more sustainable choice by at least one sustainable product,0.9807696342468262
25,FIGURE 20 Global data center carbon-free energy map,0.9796382188796997
26,identify and collaborate on carbon reduction,0.9788063168525696
27,FIGURE 24 Global water replenishment project map,0.9780771732330322
28,engage on sustainability policy issues,0.9778949618339539
29,have an ambitious goal to send zero food,0.9777380228042603
30,comply with all local environmental regulations,0.977667510509491
31,2019 base year for our emissions reduction,0.9747704267501831
32,"after fuel-efficient routing was launched, from October 2021",0.9735950827598572
33,ensure our suppliers have processes in place,0.9729523062705994
