ID,Text Blocks,Goal Score
1,Reduce water usage by 375 million gallons per year,0.9900315999984741
2,Reduce the facility’s stationary greenhouse gas emissions by approximately 60%,0.9893747568130493
3,25% reduction in companywide Scope 1 and 2 GHG emissions intensity since 2014,0.9893530607223511
4,increase in annual diverse supplier spend since 2019,0.9892696738243103
5,Meet all federal and state regulations,0.9891365766525269
6,39% reduction in Tier 3 and 4 DEIs since 2019,0.9885492920875549
7,Increase support to employee networks to capture new and emerging opportunities,0.988314151763916
8,"2023, 75% by the end of 2024, and 100% by the end of 2025",0.9879480004310608
9,Lower total criteria air pollutants by 70%,0.9872410297393799
10,reduction of Scope 3 - Category 11 GHG emissions by 2030 from 2019 levels,0.9871972799301147
11,14% improvement in companywide process safety events score since 2019,0.9869944453239441
12,Continue to diversify relationships with recruiting partners to expand our talent pipeline,0.9863868951797485
13,Save 1 billion gallons of water per year,0.9858287572860718
14,career development plans initiated by MPC employees in 2022,0.9854017496109009
15,equal to 10 bbl but less than 100 bbl,0.9850679039955139
16,"Since 2021, approximately 90 of our Tier 1 critical suppliers",0.9850577712059021
17,reduction of Scope 1 and 2 GHG emissions intensity by 2030 from 2014 levels,0.9842901825904846
18,equal to 1 bbl but less than 10 bbl,0.9839164614677429
19,"To further our commitment to water conservation, in 2020 we set a companywide target to reduce freshwater",0.9835785627365112
20,hours of supply chain sustainability-related training in 2022,0.9822055697441101
21,Coca-Cola to produce a 100% plant-based bottle prototype with the potential to contribute to the industry’s goal of achieving 100% plant-based content,0.9810276031494141
22,Continue to align our community investments and DE&I commitments,0.97789067029953
23,2020 and 2021 MPLX Employee Days,0.9778303503990173
24,2020 and 2021 Refining Employee Days,0.9778265953063965
25,reduction of freshwater withdrawal intensity by 2030 from 2016 levels,0.9774022102355957
26,Prove an exemplary safety record,0.9752755165100098
27,Enhance our leadership model with an emphasis on inclusive leadership,0.9750854969024658
28,CHALLENGE ACHIEVED BY 10 MPLX TERMINALS,0.9734175801277161
29,All employees complete Code of Business Conduct training every 24 months.,0.9730010628700256
30,Reduce MPLX G&P methane emissions intensity 50% by 2025  and 75% by 2030  from 2016 levels,0.971946656703949
31,Continue to increase spending with diverse suppliers,0.9712085723876953
32,"42% of PSM facilities were third-party audited in 2022, with the remaining facilities assessed through self- and collaborative audits",0.9684130549430847
33,invested to add permanent means of launching and receiving in-line inspection tools on pipelines in 2022,0.9673469066619873
34,$8.5 million+community investments of $20K to over 150 organizations,0.9669468402862549
35,"Over 80% of 25,000+ pneumatic controllers are already powered by compressed air ɦ Eliminate all ~340 high-bleed natural gas-driven controllers from service (completed 2022)  ",0.9589452147483826
36,"LGBTQ+The LGBTQ+ Employee Network (PRIDE) works to promote and sustain an inclusive and respectful work environment and community in which lesbian, gay, bisexual, transgender and queer (LGBTQ+) employees and community members can feel safe, be fully engaged and contribute their full potential.   ",0.9571406841278076
37,Remove impurities from natural gas ɦ Test pipeline and tank integrity,0.9551328420639038
38,20% of annual bonus program,0.9531856775283813
39,Remove salts and impurities from crude oil,0.9503958225250244
40,MPC will continue to manage project execution and operations of the facility once all phases of construction are complete.,0.949913501739502
41,High Impact Community Investments in 2022,0.9462651014328003
42,No significant difference between total addressable market and market MPC serves.,0.9461491107940674
43,Measures environmental performance through tracking Tier 3 and 4 incidents.,0.9425550699234009
44,hours of health and safety training for MPC employees in 2022,0.940955400466919
45,reduction of ~49% from 2017 levels,0.9408888220787048
46,"2020 and 2021 Refining Employee OSHA Recordable Incident Rate is 0.39 and 0.34, respectively.",0.9386857151985168
47,"Determine mitigation and enhancement initiatives within the project by working with stakeholders, local biologists and other environmental specialists.",0.9335877299308777
48,spent with diverse suppliers in 2022,0.9283083081245422
49,We link environmental performance to employee compensation and measure it using the Designated Environmental Incident (DEI) metric.,0.9277554750442505
50,We aim to recycle all spent catalyst discarded from MPC refining hydroprocessing units.,0.9271654486656189
51,We have Stakeholder Engagement Plans in place for 100% of our refineries and owned and operated renewable fuels facilities.,0.9261122345924377
52,top 25% of similar facilities nationwide,0.9097285866737366
