Image Name,BLIP Caption,Goal_1,Goal_2,Goal_3,TF-IDF_Goal_1,TF-IDF_Goal_2,TF-IDF_Goal_3,SBERT_Goal_1,SBERT_Goal_2,SBERT_Goal_3,Image-Goal_1,Image-Goal_2,Image-Goal_3,Goal 1 Label,Goal 2 Label,Goal 3 Label
0.png,a group of people in red shirts preparing food,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.085081846,0.05273612,0.012359491,0.192138671875,0.18701171875,0.1900634765625,0,0,0
1.jpg,a little girl in a colorful dress holding a bowl of food,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.026426177,0.015576467,-0.073418096,0.228271484375,0.2420654296875,0.2178955078125,0,0,0
2.jpg,a bunch of tomatoes,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.053588733,0.057958934,-0.041083764,0.217529296875,0.2239990234375,0.229736328125,0,0,0
3.png,a man in a blue shirt and jeans,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.1018814148708179,0.028857617,0.038874917,0.06808964,0.22021484375,0.2164306640625,0.1917724609375,0,0,0
4.jpg,a man in a red shirt and a group of people,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0874987376439087,0.029500658,0.0220834,-0.028759513,0.1907958984375,0.1826171875,0.18701171875,0,0,0
5.png,the logo for the new york school of medicine,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.06389807,0.07393364,0.057562567,0.251708984375,0.26220703125,0.195068359375,0,0,0
6.png,the logo for the new york bank,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.09200697,0.104545906,0.084680945,0.219970703125,0.205810546875,0.2069091796875,0,0,0
7.png,the logo for the world bank,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.17049155,0.1744192,0.14718832,0.2322998046875,0.2301025390625,0.2376708984375,0,0,0
8.png,the logo for the red circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.05949594,0.044307444,0.102504365,0.22021484375,0.2125244140625,0.1995849609375,0,0,0
9.png,"a red circle with the words, ' shop ' and a shopping cart",Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0822679933722002,0.016317733,-0.012555732,0.13123828,0.20751953125,0.19970703125,0.243896484375,0,0,0
10.png,a blue background with a white border,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.007902969,-0.033626363,-0.036857605,0.23046875,0.2332763671875,0.2020263671875,0,0,0
11.png,the logo for the new restaurant,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.11501049,0.08354872,0.08731749,0.2337646484375,0.2222900390625,0.223388671875,0,0,0
12.png,apple mac pro 13,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.026486447,0.045464292,-0.044413447,0.228759765625,0.2274169921875,0.2069091796875,0,0,0
13.png,a white background with a white circle and a black circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0708584796679575,-0.045454655,-0.046042196,0.0235704,0.1981201171875,0.1910400390625,0.1802978515625,0,0,0
14.png,a white background with a white circle and a black circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0708584796679575,-0.045454655,-0.046042196,0.0235704,0.198486328125,0.1905517578125,0.1826171875,0,0,0
15.png,a white background with a white circle and a black circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0708584796679575,-0.045454655,-0.046042196,0.0235704,0.2041015625,0.1962890625,0.1810302734375,0,0,0
16.png,the logo for the new line of shoes,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.051259458,0.04722608,0.18976894,0.2327880859375,0.2215576171875,0.2042236328125,0,0,0
17.png,apple mac pro 13 3 3 3gh / i5j2 / a,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.08905496,0.037189364,-0.011767125,0.2281494140625,0.2276611328125,0.211181640625,0,0,0
18.jpg,a red cherry with green leaves on it,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.0077321017,0.003855261,0.099537425,0.2254638671875,0.2213134765625,0.2607421875,0,0,0
19.png,a black and white image of a black and white image of a black and white image of a,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.1123644219185327,-0.0018679202,0.030431006,-0.022157159,0.2396240234375,0.235107421875,0.2178955078125,0,0,0
20.png,a black and white logo for a company,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.1018814148708179,0.042147025,0.04251059,0.19434635,0.2294921875,0.2288818359375,0.2103271484375,0,0,0
21.png,a black and white photo of a black and white photo of a black and white photo of a,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.1123644219185327,-0.013105554,0.008552546,-0.046254236,0.2391357421875,0.24462890625,0.2169189453125,0,0,0
22.png,a black and white photo of a person,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.1018814148708179,-0.015018063,-0.0020575635,-0.021770708,0.2042236328125,0.2054443359375,0.1949462890625,0,0,0
23.png,a white background with a white circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.047962427,-0.050962754,0.018533621,0.2047119140625,0.201904296875,0.1806640625,0,0,0
24.png,a white background with a black and white image,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0822679933722002,-0.003661381,0.021677956,-0.012486827,0.206787109375,0.20751953125,0.1962890625,0,0,0
25.png,a white background with a white circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.047962427,-0.050962754,0.018533621,0.217041015625,0.2119140625,0.185546875,0,0,0
26.png,a white background with a black and white image of a white background,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0575442687596613,0.0083922,0.03549421,-0.020723406,0.2171630859375,0.2156982421875,0.2012939453125,0,0,0
27.png,a white and black logo on a white background,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0822679933722002,0.00456007,0.015268327,0.14376263,0.213623046875,0.2152099609375,0.199462890625,0,0,0
28.png,a black and white image of a man with a beard,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0874987376439087,0.033837207,0.016305927,0.020934552,0.234130859375,0.2318115234375,0.2010498046875,0,0,0
29.png,the apple logo,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.09220575,0.06435329,0.06948563,0.226318359375,0.229248046875,0.19970703125,0,0,0
30.png,a white background with a black and white image of a white background,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0575442687596613,0.0083922,0.03549421,-0.020723406,0.2154541015625,0.2139892578125,0.1929931640625,0,0,0
31.png,a white background with a white circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.047962427,-0.050962754,0.018533621,0.2174072265625,0.21630859375,0.1949462890625,0,0,0
32.png,a white background with a white border and a white border,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0611169960256533,-0.039871715,-0.0503065,-0.02400022,0.21923828125,0.2239990234375,0.1707763671875,0,0,0
33.png,a white background with a white circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.047962427,-0.050962754,0.018533621,0.2115478515625,0.2105712890625,0.1982421875,0,0,0
34.png,a white background with a white circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.047962427,-0.050962754,0.018533621,0.2166748046875,0.2152099609375,0.1881103515625,0,0,0
35.png,a white background with a white circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.047962427,-0.050962754,0.018533621,0.2103271484375,0.208984375,0.1826171875,0,0,0
36.png,a white background with a black and white logo,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0822679933722002,-0.005313242,0.0046984255,0.1017747,0.21728515625,0.2169189453125,0.1785888671875,0,0,0
37.png,a white background with a white circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.047962427,-0.050962754,0.018533621,0.198974609375,0.1986083984375,0.19140625,0,0,0
38.png,the apple watch is shown in a white background,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,0.03397228,-0.009250637,-0.022156183,0.224365234375,0.2183837890625,0.197021484375,0,0,0
39.png,a white background with a white background and a white background,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0545327660469364,-0.014498198,-0.0044615027,-0.01074874,0.2186279296875,0.213623046875,0.2012939453125,0,0,0
40.png,a white background with a black and white image of a circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0741190481592439,-0.010922924,-0.0038389778,0.013433177,0.2156982421875,0.2122802734375,0.1829833984375,0,0,0
41.png,a white background with a black and white image of a white background,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0575442687596613,0.0083922,0.03549421,-0.020723406,0.2071533203125,0.2044677734375,0.187255859375,0,0,0
42.png,a white background with a black and white image of a small object,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0708584796679575,-0.021648495,-0.024626482,-0.050962772,0.2037353515625,0.2039794921875,0.1844482421875,0,0,0
43.png,a white background with a black and white image of a man,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0741190481592439,-0.0295678,0.0015908517,-0.0020796787,0.2127685546875,0.205322265625,0.1878662109375,0,0,0
44.png,a white background with a black and white image of a white background with a black and white image,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0811005609293902,0.013094038,0.044341147,-0.021983976,0.203857421875,0.210205078125,0.199951171875,0,0,0
45.png,a white background with a white circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.047962427,-0.050962754,0.018533621,0.2247314453125,0.23193359375,0.2091064453125,0,0,0
46.png,a white background with a black and white image of a circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0741190481592439,-0.010922924,-0.0038389778,0.013433177,0.2171630859375,0.2119140625,0.184326171875,0,0,0
47.png,a white background with a black and white image of a white background with a black and white image,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0811005609293902,0.013094038,0.044341147,-0.021983976,0.2076416015625,0.202392578125,0.186767578125,0,0,0
48.png,a white background with a black and white image of a white background,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0575442687596613,0.0083922,0.03549421,-0.020723406,0.2244873046875,0.2227783203125,0.193359375,0,0,0
49.png,a white background with a black and white image of a white background,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0575442687596613,0.0083922,0.03549421,-0.020723406,0.20751953125,0.2054443359375,0.189208984375,0,0,0
50.png,a white background with a black circle,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0,-0.029267529,-0.0397631,0.017906569,0.2135009765625,0.2059326171875,0.18896484375,0,0,0
51.png,a black and white photo of a man in a suit,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0874987376439087,-0.00064630806,0.028875142,-0.077489376,0.2276611328125,0.22509765625,0.2000732421875,0,0,0
52.png,a white background with a white background and a white background,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0545327660469364,-0.014498198,-0.0044615027,-0.01074874,0.22607421875,0.2230224609375,0.192138671875,0,0,0
53.png,a white background with a white background and a white background,Reduce energy consumption by 15% by 2020 (2015 baseline),Reduce water consumption by 15% by 2020 (2015 baseline),Purchase 100% sustainable and traceable palm oil,0.0,0.0,0.0545327660469364,-0.014498198,-0.0044615027,-0.01074874,0.2227783203125,0.220703125,0.19873046875,0,0,0
